"","name","tier_num_2013","tier_num_2014","tier_num_2015","tier_num_2016","tier_num_2017","tier_num_2018","tier_diff_2013_2018"
"2581","CREON DELAYED RELEASE CAPSULES 24000MG 100 BOT",1,1,1,1,1,1,0
"2582","CREON DELAYED RELEASE CAPSULES 6000MG 100 BOT",1,1,1,1,1,1,0
"2583","CREON DR 36,000 UNITS CAPSULE",1,1,1,1,1,1,0
"2584","CRIXIVAN 200MG CAPSULE",1,1,1,1,1,1,0
"2585","CROMOLYN NEBULIZER SOLUTION 20MG/2ML",0,1,1,0,0,0,0
"2586","CROMOLYN SODIUM 100 MG/5 ML",1,1,1,1,1,1,0
"2587","CROMOLYN SODIUM 4% 40MG 10ML BOT",1,1,1,1,1,1,0
"2588","CYCLAFEM 7/7/7 6 BLISTER PACK PER CARTON / 1 KIT PER BLISTER PACK",0,1,1,1,1,0,0
"2589","CYCLOBENZAPRINE HCL 10MG TABLET (1000 CT)",0,0,1,1,1,0,0
"2590","CYCLOSPORINE 100MG 30 BLISTER PACK PER CARTON / 1 CAPSULE, LIQUID FILLED PER BLISTER PACK",0,0,1,1,0,0,0
"2591","CYCLOSPORINE 100MG CAPSULE",1,1,1,1,1,1,0
"2592","CYCLOSPORINE 100MG/1 30 BLISTER PACK PER CARTON / 1 CAPSULE, LIQUID FILLED PER BLISTER PACK",0,1,0,0,0,0,0
"2593","CYCLOSPORINE 25MG 30 BLISTER PACK PER CARTON / 1 CAPSULE, LIQUID FILLED PER BLISTER PACK",0,0,1,1,0,0,0
"2594","CYCLOSPORINE 25MG CAPSULE",1,1,1,1,1,1,0
"2595","CYCLOSPORINE 25MG/1 30 BLISTER PACK PER CARTON / 1 CAPSULE, LIQUID FILLED PER BLISTER PACK",0,1,0,0,0,0,0
"2596","CYCLOSPORINE 50MG 30 BLISTER PACK PER CARTON / 1 CAPSULE, LIQUID FILLED PER BLISTER PACK",0,0,1,1,0,0,0
"2597","CYCLOSPORINE 50MG/1 30 BLISTER PACK PER CARTON / 1 CAPSULE, LIQUID FILLED PER BLISTER PACK",0,1,0,0,0,0,0
"2598","CYCLOSPORINE ORAL SOLUTION 100MG 50ML BOT",1,1,1,1,1,1,0
"2599","CYPROHEPTADINE HCL 4 MG",0,1,1,1,1,0,0
"2600","CYSTAGON 150MG CAPSULE",1,1,1,1,1,1,0
"2601","CYSTAGON 50MG CAPSULE",1,1,1,1,1,1,0
"2602","CYSTARAN 0.44% EYE DROPS",1,1,1,1,1,1,0
"2603","DACOGEN 50MG FOR INJECTION",0,1,1,0,0,0,0
"2604","DAKLINZA 30 MG TABLET",0,0,0,1,1,0,0
"2605","DAKLINZA 60 MG TABLET",0,0,0,1,1,0,0
"2606","DAKLINZA 90 MG TABLET",0,0,0,1,1,0,0
"2607","DALIRESP 500UG/1 30 TABLET BOTTLE, PLASTIC",0,1,1,0,0,0,0
"2608","DANAZOL 100MG CAPSULE",1,1,1,1,1,1,0
"2609","DANAZOL 50MG CAPSULE",1,1,1,1,1,1,0
"2610","DANTROLENE SODIUM 100MG CAPSULE",1,1,1,1,1,1,0
"2611","DANTROLENE SODIUM 25MG CAPSULE",1,1,1,1,1,1,0
"2612","DANTROLENE SODIUM 50MG CAPSULE",1,1,1,1,1,1,0
"2613","DAPSONE TABLETS 100MG 30 BLPK",1,1,1,1,1,1,0
"2614","DAPSONE TABLETS 25MG 30 BLPK",1,1,1,1,1,1,0
"2615","DAPTACEL VACCINE 15;5;5;3; LF/.5ML",1,1,1,1,1,1,0
"2616","DAUNORUBICIN HYDROCHLORIDE 5MG/ML 10 VIAL PER CARTON / 4 ML IN 1 VIAL",0,1,1,1,1,0,0
"2617","DAUNOXOME 50 MG (2 MG/ML) VIAL",0,0,1,0,0,0,0
"2618","DECITABINE 50 MG VIAL [DACOGEN]",0,1,1,1,1,0,0
"2619","DEGARELIX 240 MG INJ",0,1,0,0,0,0,0
"2620","DELESTROGEN 40 MG/ML VIAL",0,1,1,0,0,0,0
"2621","DELESTROGEN INJECTION 20MG/5ML VIALMD",0,1,1,0,0,0,0
"2622","DEMSER CAPSULES 250MG (100 CT)",1,1,1,1,1,1,0
"2623","DENAVIR 1% CREAM",1,1,1,1,1,1,0
"2624","DEPO-ESTRADIOL 5MG/ML VIAL",1,1,1,1,1,1,0
"2625","DESIPRAMINE 10 MG TABLET",1,1,1,1,1,1,0
"2626","DESIPRAMINE 25MG TABLET",1,1,1,1,1,1,0
"2627","DESIPRAMINE 75 MG TABLET",1,1,1,1,1,1,0
"2628","DESIPRAMINE HYDROCHLORIDE 150 MG TABLETS",0,1,1,1,1,0,0
"2629","DESIPRAMINE HYDROCHLORIDE TABLETS USP 100MG 100 BOT",1,1,1,1,1,1,0
"2630","DESMOPRESSIN AC 4 MCG/ML VIAL",0,0,0,0,1,0,0
"2631","DESMOPRESSIN ACETATE NASAL SOLUTION 0.1% 5 ML BOTSPR",1,1,1,1,1,1,0
"2632","DESONIDE 0.05% CREAM",0,0,0,0,1,0,0
"2633","DESOXIMETASONE 0.0005 MG/MG TOPICAL OINTMENT",0,0,0,0,1,0,0
"2634","DESOXIMETASONE 0.05% OINTMENT",0,1,1,1,0,0,0
"2635","DESOXIMETASONE 0.5MG/G 1 TUBE PER CARTON / 60 G IN 1 TUBE",0,2,2,2,2,0,0
"2636","DESOXIMETASONE 2.5MG/G 1 TUBE PER CARTON / 60 G IN 1 TUBE",0,1,1,1,1,0,0
"2637","DEXAMETHASONE 0.5MG TABLET",1,1,1,1,1,1,0
"2638","DEXAMETHASONE 0.5MG/0.5ML DROP",1,1,1,1,1,1,0
"2639","DEXAMETHASONE 0.5MG/5ML ELX",1,1,1,1,1,1,0
"2640","DEXAMETHASONE 0.75MG TABLET",1,1,1,1,1,1,0
"2641","DEXAMETHASONE 1.5MG TABLET",1,1,1,1,1,1,0
"2642","DEXAMETHASONE 10 MG/ML VIAL",0,1,1,1,1,0,0
"2643","DEXAMETHASONE 1MG TABLET",1,1,1,1,1,1,0
"2644","DEXAMETHASONE 2MG TABLET",1,1,1,1,1,1,0
"2645","DEXAMETHASONE 4MG TABLET",1,1,1,1,1,1,0
"2646","DEXAMETHASONE 6MG TABLET",1,1,1,1,1,1,0
"2647","DEXAMETHASONE SODIUM PHOSPHATE INJECTION 4MG 30ML VIALMD",1,1,1,1,1,1,0
"2648","DEXILANT CAPSULES DELAYED RELEASE 60 MG",0,0,1,1,1,0,0
"2649","DEXMETHYLPHENIDATE HCL 10MG TABLET",1,1,1,1,1,1,0
"2650","DEXMETHYLPHENIDATE HCL 2.5MG TABLET",1,1,1,1,1,1,0
"2651","DEXMETHYLPHENIDATE HCL 5MG TABLET",1,1,1,1,1,1,0
"2652","DEXRAZOXANE 500 MG VIAL",0,1,1,1,1,0,0
"2653","DEXTROAMP-AMPHET ER 10 MG CAP",1,1,1,1,1,1,0
"2654","DEXTROAMP-AMPHET ER 15 MG CAP",1,1,1,1,1,1,0
"2655","DEXTROAMP-AMPHET ER 20 MG CAP",1,1,1,1,1,1,0
"2656","DEXTROAMP-AMPHET ER 25 MG CAP",1,1,1,1,1,1,0
"2657","DEXTROAMP-AMPHET ER 30 MG CAP",1,1,1,1,1,1,0
"2658","DEXTROAMP-AMPHET ER 5 MG CAP",1,1,1,1,1,1,0
"2659","DEXTROAMPHETAMINE 5MG TABLET",1,1,1,1,1,1,0
"2660","DEXTROAMPHETAMINE SACCHARATE AND SULFATE AMPHETAMINE ASPARTATE 10MG TABLET (100 CT)",1,1,1,1,1,1,0
"2661","DEXTROSE 10%-WATER IV SOLUTION",0,0,0,0,1,0,0
"2662","DEXTROSE 10G/100ML 24 CONTAINER IN 1 CASE / 500 ML IN 1 CONTAINER",0,0,1,1,0,0,0
"2663","DEXTROSE 5%-1/4NS IV SOLUTION",1,1,1,1,1,1,0
"2664","DEXTROSE 5%-NS IV SOLUTION",0,0,1,1,1,0,0
"2665","DEXTROSE IN SODIUM CHLORIDE INJECTION 1000ML X 12 CASE",1,1,1,1,1,1,0
"2666","DEXTROSE IN SODIUM CHLORIDE INJECTION 500ML X 24 BAG",1,1,1,1,1,1,0
"2667","DEXTROSE INJECTION USP 5 4 X 100ML CTR",1,1,1,1,1,1,0
"2668","DIAZEPAM 5MG/5ML 500 ML IN 1 BOTTLE, PLASTIC",1,1,1,1,1,1,0
"2669","DICLOXACILLIN 250MG CAPSULE",1,1,1,1,1,1,0
"2670","DICLOXACILLIN SODIUM 500MG CAP",1,1,1,1,1,1,0
"2671","DICYCLOMINE HCL 10MG/5ML SYRUP",1,1,1,1,1,1,0
"2672","DIDANOSINE 200MG/1 30 CAPSULE, DELAYED RELEASE PELLETS IN 1 BOTTLE",1,1,1,1,1,1,0
"2673","DIDANOSINE DELAYED RELEASE CAPSULES 125MG 30 BOT",1,1,1,1,1,1,0
"2674","DIGOXIN 0.05MG/ML 60 ML IN 1 BOTTLE, DROPPER",1,1,1,1,1,1,0
"2675","DIGOXIN 125UG 100 TABLET BOTTLE",1,1,1,1,1,1,0
"2676","DIHYDROERGOTAMINE 1 MG/ML AM",0,0,1,1,1,0,0
"2677","DILANTIN 50MG INFATAB",1,1,1,1,1,1,0
"2678","DILANTIN CAPSULES 30 MG EXTENDED RELEASE",0,1,0,0,0,0,0
"2679","DILANTIN EXTENDED ORAL CAPSULE 100MG (100 CT)",1,1,1,1,1,1,0
"2680","DILANTIN-125 SUS 125/5ML",1,1,1,1,1,1,0
"2681","DILTIAZEM 24HR CD 300 MG CAP",0,1,0,0,0,0,0
"2682","DILTIAZEM HCL 120MG ER CAPSULE",1,1,1,1,1,1,0
"2683","DILTIAZEM HCL 120MG TABLET",1,1,1,1,1,1,0
"2684","DILTIAZEM HCL 300 MG ER 90 CAPSULE BOTTLE",0,0,1,1,1,0,0
"2685","DILTIAZEM HCL 420 MG ER CAPSULES",0,0,1,1,0,0,0
"2686","DILTIAZEM HCL 60 MG TABLET",0,0,1,1,1,0,0
"2687","DILTIAZEM HCL ER 420 MG CAP",1,1,0,0,1,1,0
"2688","DIPHENHYDRAMINE 12.5 MG/5 ML",0,0,0,1,0,0,0
"2689","DIPHENOXYLATE HYDROCHLORIDE AND ATROPINE SULFATE 0.025; 2.5MG 100 TABLET BOTTLE",1,1,1,1,1,1,0
"2690","DIPHENOXYLATE/ATROPINE LIQ",1,1,1,1,1,1,0
"2691","DIPHTHERIA-TETANUS TOXOIDS-PED",0,1,1,1,1,0,0
"2692","DIPYRIDAMOLE 25MG/1 100 TABLET BOTTLE",0,0,0,1,0,0,0
"2693","DIPYRIDAMOLE 75MG/1 100 TABLET BOTTLE",0,0,0,1,0,0,0
"2694","DIPYRIDAMOLE TABLETS 50MG 100 BOT",0,0,0,1,0,0,0
"2695","DISOPYRAMIDE PHOSPHATE 150MG CAPSULE USP (100 CT)",1,1,1,1,1,1,0
"2696","DIURIL 250MG/5ML SUSPENSION ORAL",1,1,1,1,1,1,0
"2697","DIVALPROEX SODIUM 125MG TBEC",1,1,1,1,1,1,0
"2698","DIVALPROEX SODIUM TABLETS ER 500MG 100 BOT",0,0,1,1,1,0,0
"2699","DOCEFREZ 1 KIT PER CARTON",0,2,1,1,0,0,0
"2700","DOCETAXEL 10MG/ML 1 VIAL, MULTI-DOSE PER CARTON / 8 ML IN 1 VIAL, MULTI-DOSE",0,1,1,1,1,0,0
"2701","DOCETAXEL 80 MG/4 ML VIAL",0,0,0,0,1,0,0
"2702","DOCETAXEL 80MG/4ML 1 VIAL, GLASS PER CARTON / 4 ML IN 1 VIAL, GLASS",0,1,1,1,0,0,0
"2703","DOLUTEGRAVIR 25 MG ORAL TABLET [TIVICAY]",0,0,0,1,0,0,0
"2704","DONEPEZIL HYDROCHLORIDE 10 MG TABLETS",0,1,0,0,0,0,0
"2705","DONEPEZIL HYDROCHLORIDE 10MG/1 30 TABLET, ORALLY DISINTEGRATING PER BLISTER PACK",0,1,1,1,1,0,0
"2706","DONEPEZIL HYDROCHLORIDE 5 MG TABLETS",0,1,0,0,0,0,0
"2707","DONEPEZIL HYDROCHLORIDE 5MG/1 30 TABLET, ORALLY DISINTEGRATING PER BLISTER PACK",0,1,1,1,1,0,0
"2708","DORIBAX 500 MG VIAL",0,1,1,1,1,0,0
"2709","DORZOLAMIDE HCL OPHTHALMIC 2% 10 ML BOTDR",1,1,1,1,1,1,0
"2710","DORZOLAMIDE HYDROCHLORIDE AND TIMOLOL MALEATE 20; 5MG/ML; MG/ML 1 BOTTLE, DROPPER IN 1 BOX / 10 ML",1,1,1,1,1,1,0
"2711","DOXEPIN 10MG CAPSULE",1,1,1,1,1,1,0
"2712","DOXEPIN 75MG CAPSULE",1,1,1,1,1,1,0
"2713","DOXEPIN HCL 25MG CAPSULE (100 CT)",1,1,1,1,1,1,0
"2714","DOXEPIN HYDROCHLORIDE 150MG/1 100 CAPSULE BOTTLE",0,1,1,1,1,0,0
"2715","DOXEPIN HYDROCHLORIDE 50MG/1 100 BLISTER PACK IN 1 BOX, UNIT-DOSE / 1 CAPSULE PER BLISTER PACK",0,1,1,1,1,0,0
"2716","DOXEPIN HYDROCHLORIDE CAPSULES 100MG 100 BOT",1,1,1,1,1,1,0
"2717","DOXERCALCIFEROL 0.5 MCG CAPSULE [HECTOROL]",0,1,1,0,0,0,0
"2718","DOXERCALCIFEROL 1 MCG CAPSULE [HECTOROL]",0,1,1,0,0,0,0
"2719","DOXERCALCIFEROL 2.5 MCG CAPSULE [HECTOROL]",0,1,1,0,0,0,0
"2720","DOXERCALCIFEROL 4 MCG/2 ML AMP  [HECTOROL]",0,1,1,0,0,0,0
"2721","DOXORUBICIN HYDROCHLORIDE 10 ML LIPOSOME 2 MG/ML INJECTION",0,0,0,1,0,0,0
"2722","DOXORUBICIN HYDROCHLORIDE 2MG/ML 1 VIAL, SINGLE-DOSE PER CARTON / 25 ML IN 1 VIAL, SINGLE-DOSE",0,1,1,1,1,0,0
"2723","DOXORUBICIN LIPOSOME 20MG/10ML",0,0,0,1,1,0,0
"2724","DOXYCYCLINE 75MG/1",1,1,1,1,1,1,0
"2725","DOXYCYCLINE HYC 100 MG VIAL",0,0,1,1,0,0,0
"2726","DOXYCYCLINE HYC DR 200 MG TABLET",0,0,0,1,0,0,0
"2727","DOXYCYCLINE HYCLATE 20MG TABLET (100 CT)",1,1,1,1,1,1,0
"2728","DOXYCYCLINE MONOHYDRATE IR 150MG/1 60 CAPSULE IN 1 BOTTLE",0,0,1,1,1,0,0
"2729","DRONABINOL CAPS 10MG",1,1,1,1,1,1,0
"2730","DRONABINOL CAPS 2.5MG",1,1,1,1,1,1,0
"2731","DRONABINOL CAPS 5MG",1,1,1,1,1,1,0
"2732","DROSPIRENONE-ETH ESTRADIOL TAB",1,1,1,1,1,1,0
"2733","DROXIA 200MG CAPSULE",1,1,1,1,1,1,0
"2734","DROXIA 300MG CAPSULE",1,1,1,1,1,1,0
"2735","DROXIA 400MG CAPSULE",1,1,1,1,1,1,0
"2736","DULOXETINE HCL DR 20 MG CAPSULE [CYMBALTA]",0,1,1,1,1,0,0
"2737","DULOXETINE HCL DR 30 MG CAPSULE [CYMBALTA]",0,1,1,1,1,0,0
"2738","DULOXETINE HCL DR 60 MG CAPSULE [CYMBALTA]",0,1,1,1,1,0,0
"2739","DUTASTERIDE 0.5 MG CAPSULE [AVODART]",0,0,0,1,1,0,0
"2740","DUTASTERIDE-TAMSULOSIN 0.5-0.4 [JALYN]",0,0,0,1,1,0,0
"2741","EDURANT 27.5MG/1",1,1,1,1,1,1,0
"2742","EGRIFTA 1 MG VIAL",0,1,1,0,0,0,0
"2743","ELIDEL 1% CREAM",1,1,1,1,1,1,0
"2744","ELIQUIS 2.5 MG TABLET",1,1,1,1,1,1,0
"2745","ELIQUIS 5 MG TABLET",1,1,1,1,1,1,0
"2746","ELLA 30 MG TABLET",0,0,1,0,0,0,0
"2747","ELMIRON 100MG GELATIN COATED 100 CAPSULE BOTTLE",1,1,1,1,1,1,0
"2748","EMCYT 140MG CAPSULE",1,1,1,1,1,1,0
"2749","EMEND 125 MG POWDER PACKET",0,0,0,0,1,0,0
"2750","EMSAM TRANSDERMAL SYSTEM PATCHES 12MG/24H",1,1,1,1,1,1,0
"2751","EMSAM TRANSDERMAL SYSTEM PATCHES 6MG/24H",1,1,1,1,1,1,0
"2752","EMSAM TRANSDERMAL SYSTEM PATCHES 9MG/24H",1,1,1,1,1,1,0
"2753","EMTRIVA 10MG/ML SOLUTION",1,1,1,1,1,1,0
"2754","EMTRIVA 200MG CAPSULE",1,1,1,1,1,1,0
"2755","ENALAPRIL MALEATE 2.5 MG TAB",1,1,1,1,1,1,0
"2756","ENALAPRIL MALEATE 5 MG TABLET",1,1,1,1,1,1,0
"2757","ENALAPRIL MALEATE-HCTZ 5-12.5MG TABLET",0,0,1,1,1,0,0
"2758","ENBREL 25 MG/0.5 ML SYRINGE",1,1,1,1,1,1,0
"2759","ENBREL 25MG KIT",1,1,1,1,1,1,0
"2760","ENBREL 50MG/ML",1,1,1,1,1,1,0
"2761","ENDOCET 10MG-325MG TABLET",1,1,1,1,1,1,0
"2762","ENDOCET 5/325 TABLET",1,1,1,1,1,1,0
"2763","ENDOCET 7.5-325MG TABLET",1,1,1,1,1,1,0
"2764","ENGERIX B INJECTION",1,1,1,1,1,1,0
"2765","ENGERIX-B 10MCG 10 X 0.5ML VIALSD",1,1,1,1,1,1,0
"2766","ENOXAPARIN 100 MG/ML SYRINGE",1,1,1,1,1,1,0
"2767","ENOXAPARIN 150 MG/ML SYRINGE",1,1,1,1,1,1,0
"2768","ENOXAPARIN 30 MG/0.3 ML SYR",1,1,1,1,0,1,0
"2769","ENOXAPARIN 30 MG/0.3 ML SYRINGE",0,0,0,0,1,0,0
"2770","ENOXAPARIN 300 MG/3 ML VIAL",1,1,1,1,1,1,0
"2771","ENOXAPARIN 40 MG/0.4 ML SYR",1,1,1,1,0,1,0
"2772","ENOXAPARIN 40 MG/0.4 ML SYRINGE",0,0,0,0,1,0,0
"2773","ENULOSE 10 GM/15 ML SOLUTION",1,1,1,1,1,1,0
"2774","EPIPEN 0.3MG AUTO-INJECTOR",1,1,1,1,1,1,0
"2775","EPIPEN JR 0.15MG AUTO-INJCT",1,1,1,1,1,1,0
"2776","EPIRUBICIN 200 MG/100 ML VIAL",0,0,0,0,1,0,0
"2777","EPITOL 200MG TABLET",1,1,1,1,1,1,0
"2778","EPIVIR 10 MG/ML ORAL SOLUTION",0,1,1,0,0,0,0
"2779","EPIVIR 150 MG TABLETS",0,1,0,0,0,0,0
"2780","EPIVIR HBV 25MG/5ML TUBEX",1,1,1,1,1,1,0
"2781","EPLERENONE 25MG/1 90 TABLET BOTTLE",1,1,1,1,1,1,0
"2782","EPLERENONE 50MG/1 90 TABLET BOTTLE",1,1,1,1,1,1,0
"2783","EPOGEN 10000U/ML VIAL MDV",1,1,1,1,1,1,0
"2784","EPOGEN 2000[IU]/ML 10 VIAL IN 1 PACKAGE / 1 ML IN 1 VIAL",1,1,1,1,1,1,0
"2785","EPOGEN 3000U/ML VIAL SDV",1,1,1,1,1,1,0
"2786","EPOGEN 4000U/ML VIAL SDV",1,1,1,1,1,1,0
"2787","EPOGEN INJECTION 20000U 10 X 1ML CRTN",1,1,1,1,1,1,0
"2788","EPZICOM 600MG/300MG TABLETS",0,1,1,1,1,0,0
"2789","EQUETRO CAPSULES 200MG 120 BOT",1,1,1,1,1,1,0
"2790","EQUETRO CAPSULES 300MG 120 BOT",1,1,1,1,1,1,0
"2791","EQUETRO EXTENDED RELEASE CAPSULES 100MG 120 BOT",1,1,1,1,1,1,0
"2792","ERAXIS 100MG/30ML 30 ML IN 1 VIAL, SINGLE-USE",1,1,1,1,1,1,0
"2793","ERIVEDGE 150 MG CAPSULE",1,1,1,1,1,1,0
"2794","ERWINAZE 10,000 UNITS VIAL",0,1,1,1,1,0,0
"2795","ERY 2% PADS 2% 60 PADS JAR",1,1,1,1,1,1,0
"2796","ERYTHROCIN 500MG ADDVNT VL",1,1,1,1,1,1,0
"2797","ERYTHROMYCIN 2% SOLUTION",1,1,1,1,1,1,0
"2798","ERYTHROMYCIN 20MG/G 1 TUBE PER CARTON / 60 G IN 1 TUBE",0,1,1,1,1,0,0
"2799","ERYTHROMYCIN 500 MG FILMTAB",1,0,0,0,1,1,0
"2800","ERYTHROMYCIN TAB 250MG BS",1,0,0,0,1,1,0
"2801","ESTRACE 0.5MG TABLET",0,0,0,1,1,0,0
"2802","ESTRACE 2MG TABLET",0,0,0,1,1,0,0
"2803","ESTRACE TABLET 1MG (100 CT)",0,0,0,1,1,0,0
"2804","ESTRADIOL 2MG TABLET",1,1,1,1,1,1,0
"2805","ESZOPICLONE 1 MG TABLET [LUNESTA]",0,0,0,1,1,0,0
"2806","ESZOPICLONE 2 MG TABLET [LUNESTA]",0,0,0,1,1,0,0
"2807","ESZOPICLONE 3 MG TABLET [LUNESTA]",0,0,0,1,1,0,0
"2808","ETHACRYNATE SODIUM 50 MG VIAL [SODIUM EDECRIN]",0,0,0,1,1,0,0
"2809","ETHAMBUTOL HCL 400 MG TABLET",1,1,1,1,1,1,0
"2810","ETHAMBUTOL HYDROCHLORIDE 100MG/1",1,1,1,1,1,1,0
"2811","ETHINYL ESTRADIOL 0.03 MG / LEVONORGESTREL 0.05 MG ORAL TABLET) / 10 (ETHINYL ESTRADIOL 0.03 MG 6",1,1,1,1,1,1,0
"2812","ETHINYL ESTRADIOL 0.03 MG / NORGESTREL 0.3 MG ORAL TABLET/ 7 (INERT INGREDIENTS 1 MG ORAL TAB 21",1,1,1,1,1,1,0
"2813","ETIDRONATE DISODIUM 400MG TABLET (60 CT)",1,1,1,1,1,1,0
"2814","ETIDRONATE DISODIUM TABLETS 200MG 60 BOT",1,1,1,1,1,1,0
"2815","ETODOLAC 400 MG TABLET",0,0,1,1,1,0,0
"2816","ETODOLAC 500 MG TABLET",0,0,0,0,1,0,0
"2817","EXELON 13.3 MG/24HR PATCH",1,1,1,1,1,1,0
"2818","EXELON 4.6MG/24HR PATCH TRANSDERMAL 24 HOURS",1,1,1,1,1,1,0
"2819","EXELON 9.5MG/24HR PATCH TRANSDERMAL 24 HOURS",1,1,1,1,1,1,0
"2820","FABRAZYME 35MG VIAL",1,1,1,1,1,1,0
"2821","FACTIVE 320 MG TABLET",0,1,1,0,0,0,0
"2822","FAMCICLOVIR 125MG TABLET",1,1,1,1,1,1,0
"2823","FAMCICLOVIR 250MG TABLET",1,1,1,1,1,1,0
"2824","FAMCICLOVIR 500MG TABLET",1,1,1,1,1,1,0
"2825","FAMOTIDINE 50 MG/5MLFOR ORAL SUSPENSION",0,1,1,1,1,0,0
"2826","FANAPT 1 MG 60 TABLET BOTTLE",0,0,1,1,0,0,0
"2827","FANAPT 10 MG 60 TABLET BOTTLE",0,0,1,0,0,0,0
"2828","FANAPT 12 MG 60 TABLET BOTTLE",0,0,1,1,0,0,0
"2829","FANAPT 2 MG 60 TABLET BOTTLE",0,0,1,1,0,0,0
"2830","FANAPT 4 MG 60 TABLET BOTTLE",0,0,1,0,0,0,0
"2831","FANAPT 6 MG 60 TABLET BOTTLE",0,0,1,1,0,0,0
"2832","FANAPT 8 MG 60 TABLET BOTTLE",0,0,1,0,0,0,0
"2833","FARESTON 60 MG TABLET",1,1,1,1,1,1,0
"2834","FARXIGA 10 MG TABLET",0,0,0,0,1,0,0
"2835","FARXIGA 5 MG TABLET",0,0,0,0,1,0,0
"2836","FAZACLO 200 MG TABLETS ORALLY DISINTEGRATING",0,1,1,1,0,0,0
"2837","FELBAMATE 400 MG TABLET",1,1,1,1,1,1,0
"2838","FELBAMATE 600 MG TABLET",1,1,1,1,1,1,0
"2839","FELBAMATE 600 MG/5 ML SUSP",1,1,1,1,1,1,0
"2840","FEMCON FE 72 CARTON IN 1 CASE / 5 CELLO PACK PER CARTON / 1 BLISTER PACK IN 1 CELLO PACK / 1 KIT",0,1,0,0,0,0,0
"2841","FEMCON FE CHEWABLE TABLET",0,0,1,1,0,0,0
"2842","FENOFIBRATE 54MG/1 90 TABLET BOTTLE",0,0,1,0,0,0,0
"2843","FENOFIBRIC ACID DR 135 MG CAPSULE [TRILIPIX]",0,1,1,1,1,0,0
"2844","FENOFIBRIC ACID DR 45 MG CAPSULE [TRILIPIX]",0,1,1,1,1,0,0
"2845","FENOPROFEN CALCIUM 400 MG CAP",0,0,0,1,0,0,0
"2846","FENTANYL 100MCG/HR PATCH TRANSDERMAL 72 HOURS",1,1,1,1,1,1,0
"2847","FENTANYL 12MCG/HR PATCH TRANSDERMAL 72 HOURS",1,1,1,1,1,1,0
"2848","FENTANYL 75 MCG/HR PATCH",1,1,1,1,1,1,0
"2849","FENTANYL CITRATE 1600UG/1 30 BLISTER PACK PER CARTON / 1 LOZENGE PER BLISTER PACK",0,1,1,1,1,0,0
"2850","FENTANYL CITRATE 200UG/1 30 BLISTER PACK PER CARTON / 1 LOZENGE PER BLISTER PACK",0,1,1,1,1,0,0
"2851","FIRAZYR 30.0MG/3ML 1 SYRINGE, GLASS PER CARTON / 3 ML IN 1 SYRINGE, GLASS",0,0,1,1,1,0,0
"2852","FIRMAGON 20MG/ML 1 VIAL, GLASS PER CARTON / 4 ML IN 1 VIAL, GLASS",0,1,0,0,0,0,0
"2853","FLOVENT DISKUS 100UG/1 60 POWDER, METERED IN 1 INHALER",1,0,0,1,1,1,0
"2854","FLOVENT DISKUS 250UG/1 60 POWDER, METERED IN 1 INHALER",1,0,0,1,1,1,0
"2855","FLOVENT DISKUS POWDER 50MCG 60 CTR",1,0,0,1,1,1,0
"2856","FLOVENT HFA 110UG/1 120 AEROSOL, METERED IN 1 INHALER",1,0,0,1,1,1,0
"2857","FLOVENT HFA 220UG/1 120 AEROSOL, METERED IN 1 INHALER",1,0,0,1,1,1,0
"2858","FLOVENT HFA 44UG/1 120 AEROSOL, METERED IN 1 INHALER",1,0,0,1,1,1,0
"2859","FLUCONAZOLE 150MG TABLETS",0,1,1,1,1,0,0
"2860","FLUCONAZOLE 400 MG/ 200 ML INJECTABLE SOLUTION",0,0,0,1,0,0,0
"2861","FLUCONAZOLE 50MG/1 30 TABLET BOTTLE",1,1,1,1,1,1,0
"2862","FLUCONAZOLE-DEXT 400 MG/200 ML",0,0,0,0,1,0,0
"2863","FLUCYTOSINE 250MG/1",1,1,1,1,1,1,0
"2864","FLUCYTOSINE 500MG/1",1,1,1,1,1,1,0
"2865","FLUNISOLIDE 29 MCG-0.025% SPR",0,1,0,0,0,0,0
"2866","FLUNISOLIDE NASAL SOLUTION 0.025% 25ML INHL",1,1,1,1,1,1,0
"2867","FLUOCINOLONE 0.01% CREAM",1,1,1,1,1,1,0
"2868","FLUOCINOLONE 0.01% SOLUTION",1,1,1,1,1,1,0
"2869","FLUOCINOLONE 0.025% CREAM",1,1,1,1,1,1,0
"2870","FLUOCINOLONE 0.025% OINTMENT",1,1,1,1,1,1,0
"2871","FLUOCINONIDE 0.5MG/G 1 TUBE PER CARTON / 30 G IN 1 TUBE",0,1,1,1,1,0,0
"2872","FLUOCINONIDE 0.5MG/G 1 TUBE PER CARTON / 60 G IN 1 TUBE",0,2,2,2,2,0,0
"2873","FLUOCINONIDE-E 0.05% CREAM",0,0,0,0,1,0,0
"2874","FLUOROURACIL 2% TOPICAL SOLN",1,1,1,1,1,1,0
"2875","FLUOROURACIL 5% TOP SOLUTION",1,1,1,1,1,1,0
"2876","FLUOROURACIL CREA 5%",1,1,1,1,1,1,0
"2877","FLUOXETINE 20MG/5ML 120 ML IN 1 BOTTLE, PLASTIC",1,1,1,1,1,1,0
"2878","FLUOXETINE CAPSULES 10MG (100 CT)",1,1,1,1,1,1,0
"2879","FLUOXETINE DR 90 MG CAPSULE",1,1,1,1,1,1,0
