name,tier_num,tier_desc,cost_share_30_day,cost_share_90_day,management,year
METHIMAZOLE 5MG TABLETS,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
METHOTREXATE 1 GM VIAL,4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
METHOTREXATE 2.5MG TABLET,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
METHOTREXATE 25 MG/ML VIAL,4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
METHOTREXATE 50 MG/2 ML VIAL,4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
METHYCLOTHIAZIDE 5MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
METHYLPHENIDATE 10MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,Q:180/30Days,2017-01-01T00:00:00Z
METHYLPHENIDATE 20MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,Q:90/30Days,2017-01-01T00:00:00Z
METHYLPHENIDATE HYDROCHLORIDE 10MG/5ML 500 ML IN 1 BOTTLE,4,Non-Preferred Drug,48%,48%,Q:900/30Days,2017-01-01T00:00:00Z
METHYLPHENIDATE HYDROCHLORIDE 5MG/1 100 TABLET BOTTLE,3,Preferred Brand,$47.00 ,$117.50 ,Q:180/30Days,2017-01-01T00:00:00Z
METHYLPHENIDATE HYDROCHLORIDE 5MG/5ML 500 ML IN 1 BOTTLE,4,Non-Preferred Drug,48%,48%,Q:1800/30Days,2017-01-01T00:00:00Z
METHYLPHENIDATE HYDROCHLORIDE EXTENDED-RELEASE 10MG/1 100 TABLET BOTTLE,4,Non-Preferred Drug,48%,48%,Q:90/30Days,2017-01-01T00:00:00Z
METHYLPHENIDATE HYDROCHLORIDE EXTENDED-RELEASE 20MG/1 100 TABLET BOTTLE,4,Non-Preferred Drug,48%,48%,Q:90/30Days,2017-01-01T00:00:00Z
METHYLPREDNISOLONE 125 MG VIAL,4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
METHYLPREDNISOLONE 16MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,P,2017-01-01T00:00:00Z
METHYLPREDNISOLONE 32MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,P,2017-01-01T00:00:00Z
METHYLPREDNISOLONE 4 MG DOSEPK,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
METHYLPREDNISOLONE 40 MG VIAL,4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
METHYLPREDNISOLONE 40 MG/ML VL,4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
METHYLPREDNISOLONE 4MG/1 100 TABLET BOTTLE,3,Preferred Brand,$47.00 ,$117.50 ,P,2017-01-01T00:00:00Z
METHYLPREDNISOLONE 8 MG ORAL TABLET,3,Preferred Brand,$47.00 ,$117.50 ,P,2017-01-01T00:00:00Z
METHYLPREDNISOLONE 80 MG/ML VL,4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
METIPRANOLOL 0.3% EYE DROPS,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
METOCLOPRAMIDE 10MG/1 500 TABLET BOTTLE,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
METOCLOPRAMIDE 5 MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
METOCLOPRAMIDE 5 MG/5 ML SOLN,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
METOCLOPRAMIDE 5MG/ML 25 VIAL IN 1 TRAY / 2 ML IN 1 VIAL,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
METOLAZONE 10MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
METOLAZONE 2.5MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
METOLAZONE 5MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
METOPROLOL SUCC ER 100 MG TAB,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
METOPROLOL SUCC ER 50 MG TAB,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
METOPROLOL SUCCINATE ER 200 MG TAB,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
METOPROLOL SUCCINATE ER 25 MG TAB,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
METOPROLOL TARTRATE 100 MG TAB,1,Preferred Generic,$3.00 ,$7.50 ,None,2017-01-01T00:00:00Z
METOPROLOL TARTRATE 1MG/ML 3 AMPULE IN 1 CARTON / 5 ML IN 1 AMPULE,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
METOPROLOL TARTRATE 25MG TABLET (100 CT),1,Preferred Generic,$3.00 ,$7.50 ,None,2017-01-01T00:00:00Z
METOPROLOL TARTRATE INJ.USP 5MG/5ML CARPUJECT,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
METOPROLOL TARTRATE TABLET FILM COATED 50MG (1000 CT),1,Preferred Generic,$3.00 ,$7.50 ,None,2017-01-01T00:00:00Z
METOPROLOL-HYDROCHLOROTHIAZIDE 100-50MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
METOPROLOL-HYDROCHLOROTHIAZIDE 100MG-25MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
METOPROLOL-HYDROCHLOROTHIAZIDE 50MG-25MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
METRONIDAZOLE 0.75% CREAM,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
METRONIDAZOLE 0.75% LOTION,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
METRONIDAZOLE 500MG/100ML 24 BAG PER CARTON / 100 ML IN 1 BAG,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
METRONIDAZOLE TABLETS USP 250MG 250 BOTPL,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
METRONIDAZOLE TABLETS USP 500MG 100 BOTPL,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
METRONIDAZOLE TOPICAL GEL 0.75% 45GM TUBE,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
METRONIDAZOLE VAGINAL GEL,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
MEXILETINE 150MG CAPSULE,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
MEXILETINE 200MG CAPSULE,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
MEXILETINE 250MG CAPSULE,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
MIACALCIN 400 UNIT/2 ML VIAL,4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
MICROGESTIN 21 1-20 TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
MICROGESTIN 21 1.5-30 TAB,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
MICROGESTIN FE 1-20 TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
MICROGESTIN FE 1.5-30 TAB,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
MIDODRINE HCL 10MG TABLET,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
MIDODRINE HCL 2.5MG TABLET,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
MIDODRINE HCL 5MG TABLET (100 CT),4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
MIGERGOT SUPPOSITORY,5,Specialty Tier,33%,N/A,None,2017-01-01T00:00:00Z
MINITRAN 0.1 MG/HR PATCH,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
MINITRAN 0.2 MG/HR PATCH,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
MINITRAN 0.4 MG/HR PATCH,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
MINITRAN 0.6 MG/HR PATCH,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
MINOCYCLINE 50MG CAPSULE,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
MINOCYCLINE 75 MG CAPSULE,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
"MINOCYCLINE HYDROCHLORIDE 100MG/1 50 CAPSULE IN 1 BOTTLE, PLASTIC",2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
MINOXIDIL 10MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
MINOXIDIL 2.5MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
MIRTAZAPINE 15 MG ODT,3,Preferred Brand,$47.00 ,$117.50 ,Q:30/30Days,2017-01-01T00:00:00Z
MIRTAZAPINE 15MG/1 1000 FILM COATED TABLETS IN BOTTLE,2,Generic,$17.00 ,$42.50 ,Q:45/30Days,2017-01-01T00:00:00Z
MIRTAZAPINE 30 MG ODT,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
MIRTAZAPINE 45 MG ODT,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
MIRTAZAPINE 45MG/1 500 FILM COATED TABLETS IN BOTTLE,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
MIRTAZAPINE 7.5MG/1 30 FILM COATED TABLETS IN BOTTLE,2,Generic,$17.00 ,$42.50 ,Q:45/30Days,2017-01-01T00:00:00Z
MIRTAZAPINE TABLET 30MG (30 CT),2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
MISOPROSTOL 100 MCG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
MISOPROSTOL 200 MCG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
MITIGARE 0.6 MG CAPSULE,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
MITOMYCIN 20 MG VIAL,5,Specialty Tier,33%,N/A,P,2017-01-01T00:00:00Z
MITOMYCIN 40 MG VIAL,5,Specialty Tier,33%,N/A,P,2017-01-01T00:00:00Z
MITOMYCIN 5 MG VIAL,5,Specialty Tier,33%,N/A,P,2017-01-01T00:00:00Z
MITOXANTRONE INJECTION 2MG 125ML VIAL,3,Preferred Brand,$47.00 ,$117.50 ,P,2017-01-01T00:00:00Z
MODERIBA 200 MG TABLET,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
MOEXIPRIL HCL 15 MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
MOEXIPRIL HCL 7.5MG/1 100 FILM COATED TABLETS IN BOTTLE,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
MOEXIPRIL-HYDROCHLOROTHIAZIDE 15-12.5MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
MOEXIPRIL-HYDROCHLOROTHIAZIDE 15-25MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
MOEXIPRIL-HYDROCHLOROTHIAZIDE 7.5-12.5MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
MOMETASONE FUROATE 0.1% CREAM,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
MOMETASONE FUROATE 0.1% OINT,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
MOMETASONE FUROATE 0.1% SOLN,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
MONONESSA TABLETS .250;.035MG; MG 6 X 28 CRTN,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
MONTELUKAST SOD 10 MG TABLET [SINGULAIR],2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
MONTELUKAST SOD 4 MG GRANULES [SINGULAIR],4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
MONTELUKAST SOD 4 MG TAB CHEW [SINGULAIR],3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
MONTELUKAST SOD 5 MG TAB CHEW [SINGULAIR],3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
MORGIDOX 50 MG CAPSULE,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
MORPHINE 10 MG/ML ISECURE SYR,4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
MORPHINE 2 MG/ML ISECURE SYR,4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
MORPHINE 4 MG/ML ISECURE SYR,4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
MORPHINE 8 MG/ML ISECURE SYR,4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
MORPHINE SULFATE 10 MG/5 ML SOLN,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
MORPHINE SULFATE 100 MG/5 ML SOLN,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
MORPHINE SULFATE 100MG TABLET SA,4,Non-Preferred Drug,48%,48%,Q:90/30Days,2017-01-01T00:00:00Z
MORPHINE SULFATE 15MG TABLET SA,4,Non-Preferred Drug,48%,48%,Q:90/30Days,2017-01-01T00:00:00Z
MORPHINE SULFATE 15MG TABLETS,3,Preferred Brand,$47.00 ,$117.50 ,Q:180/30Days,2017-01-01T00:00:00Z
MORPHINE SULFATE 20 MG/5 ML SOLN,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
MORPHINE SULFATE 200MG TABLET SA,4,Non-Preferred Drug,48%,48%,Q:60/30Days,2017-01-01T00:00:00Z
MORPHINE SULFATE 30MG TABLET SA,4,Non-Preferred Drug,48%,48%,Q:90/30Days,2017-01-01T00:00:00Z
MORPHINE SULFATE 30MG TABLETS,3,Preferred Brand,$47.00 ,$117.50 ,Q:180/30Days,2017-01-01T00:00:00Z
MORPHINE SULFATE TABLET ER 60MG (100 CT),4,Non-Preferred Drug,48%,48%,Q:90/30Days,2017-01-01T00:00:00Z
MOVANTIK 12.5 MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,Q:60/30Days,2017-01-01T00:00:00Z
MOVANTIK 25 MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,Q:30/30Days,2017-01-01T00:00:00Z
MOVIPREP 7.5-2.691G POWDER IN PACKET,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
MOXEZA 5.45MG/ML 3 ML IN 1 BOTTLE,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
MOZOBIL 20 MG/ML VIAL,5,Specialty Tier,33%,N/A,P,2017-01-01T00:00:00Z
MULTAQ 400MG/1 60 FILM COATED TABLETS IN BOTTLE,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
MUPIROCIN 2% OINTMENT,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
MUSTARGEN 10 MG VIAL,5,Specialty Tier,33%,N/A,P,2017-01-01T00:00:00Z
MYCAMINE 100MG/VIAL FOR INJECTION SOLUTION,5,Specialty Tier,33%,N/A,None,2017-01-01T00:00:00Z
MYCAMINE 50MG VIAL,5,Specialty Tier,33%,N/A,None,2017-01-01T00:00:00Z
MYCOPHENOLATE 200 MG/ML SUSP,5,Specialty Tier,33%,N/A,P,2017-01-01T00:00:00Z
"MYCOPHENOLATE MOFETIL 250MG/1 100 BLISTER PACK IN 1 BOX, UNIT-DOSE / 1 CAPSULE PER BLISTER PACK",4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
MYCOPHENOLATE MOFETIL TABLETS 500MG 500 BOT,4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
MYCOPHENOLIC ACID DR 180 MG TB,4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
MYCOPHENOLIC ACID DR 360 MG TB,4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
MYORISAN 10 MG CAPSULE,4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
MYORISAN 20 MG CAPSULE,4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
MYORISAN 30 MG CAPSULE,4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
MYORISAN 40 MG CAPSULE,4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
MYRBETRIQ ER 25 MG TABLET,4,Non-Preferred Drug,48%,48%,Q:60/30Days,2017-01-01T00:00:00Z
MYRBETRIQ ER 50 MG TABLET,4,Non-Preferred Drug,48%,48%,Q:30/30Days,2017-01-01T00:00:00Z
NABUMETONE 500 MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
NABUMETONE 750 MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
NAFCILLIN 1 GM VIAL,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
NAFCILLIN 10G/100ML,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
NAGLAZYME 5MG/5ML VIAL,5,Specialty Tier,33%,N/A,P,2017-01-01T00:00:00Z
"NALBUPHINE HYDROCHLORIDE 10MG/ML 1 VIAL, MULTI-DOSE PER CARTON / 10 ML IN 1 VIAL, MULTI-DOSE",4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
"NALBUPHINE HYDROCHLORIDE 20MG/ML 25 VIAL, MULTI-DOSE PER CARTON / 10 ML IN 1 VIAL, MULTI-DOSE",4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
NALOXONE 0.4 MG/ML VIAL,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
NALOXONE 1 MG/ML SYRINGE,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
NALTREXONE HCL 50MG TABLET 100 BLPK,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
NAMENDA XR 14 MG CAPSULE,4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
NAMENDA XR 21 MG CAPSULE,4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
NAMENDA XR 28 MG CAPSULE,4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
NAMENDA XR 7 MG CAPSULE,4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
NAMENDA XR TITRATION PACK,4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
NAMZARIC 14 MG-10 MG CAPSULE,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
NAMZARIC 21 MG-10 MG CAPSULE,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
NAMZARIC 28 MG-10 MG CAPSULE,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
NAMZARIC 7 MG-10 MG CAPSULE,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
NAMZARIC TITRATION PACK,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
NAPROXEN 125 MG/5 ML SUSPEN,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
NAPROXEN 250 MG ORAL TABLET,1,Preferred Generic,$3.00 ,$7.50 ,None,2017-01-01T00:00:00Z
NAPROXEN 375 MG TABLET,1,Preferred Generic,$3.00 ,$7.50 ,None,2017-01-01T00:00:00Z
NAPROXEN 500MG/1 500 TABLET BOTTLE,1,Preferred Generic,$3.00 ,$7.50 ,None,2017-01-01T00:00:00Z
NAPROXEN DR 375 MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
NAPROXEN DR 500 MG TABLET,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
NAPROXEN SODIUM 275 MG ORAL TABLET,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
NAPROXEN SODIUM 550 MG,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
NARATRIPTAN 2.5MG TABLETS,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
NARATRIPTAN HCL 1 MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
"NASONEX 50UG/1 120 SPRAY, METERED IN 1 BOTTLE, PUMP",3,Preferred Brand,$47.00 ,$117.50 ,Q:34/30Days,2017-01-01T00:00:00Z
NATACYN EYE DROPS,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
NATEGLINIDE 120MG/1 90 TABLET BOTTLE,2,Generic,$17.00 ,$42.50 ,Q:90/30Days,2017-01-01T00:00:00Z
NATEGLINIDE 60MG/1 90 TABLET BOTTLE,2,Generic,$17.00 ,$42.50 ,Q:90/30Days,2017-01-01T00:00:00Z
NATPARA 100 MCG DOSE CARTRIDGE,5,Specialty Tier,33%,N/A,P,2017-01-01T00:00:00Z
NATPARA 25 MCG DOSE CARTRIDGE,5,Specialty Tier,33%,N/A,P,2017-01-01T00:00:00Z
NATPARA 50 MCG DOSE CARTRIDGE,5,Specialty Tier,33%,N/A,P,2017-01-01T00:00:00Z
NATPARA 75 MCG DOSE CARTRIDGE,5,Specialty Tier,33%,N/A,P,2017-01-01T00:00:00Z
NEBUPENT 300MG INHAL POWDER,4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
NECON 0.5/35-28 TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
NECON 1-50-28 TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
NECON 10/11-28 TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
NECON 7-7-7-28 TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
NEFAZODONE HCL 150MG TABLET (60 CT),4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
NEFAZODONE HCL 250MG TABLET,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
NEFAZODONE HCL 50MG TABLET,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
NEFAZODONE HYDROCHLORIDE TABLETS 100MG 60 BOT,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
NEFAZODONE HYDROCHLORIDE TABLETS 200MG 60 BOT,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
NEO/POLYMYXIN/HC EAR TUBEX 10MG/3.5MG/100UNT,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
NEOMYCIN AND POLYMYXIN B SULFATES AND DEXAMETHASONE 1; 3.5; 10000MG/G; MG/G; [USP'U]/G 1 TUBE IN 1,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
NEOMYCIN SULFATE 500MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
NEOMYCIN-BACITRACIN-POLY-HC 3.5-10K-1 OINTMENT,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
NEOMYCIN-POLYMYXIN-HC 3.5-10K-10 SUSPENSION DROPS,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
NEOMYCIN/POLYMY/DEXA EYE DROPS 3.5MG/1ML,2,Generic,$17.00 ,$42.50 ,None,2017-01-01T00:00:00Z
NEOMYCIN/POLYMY/GRAM EYE DROPS 0.025MG/ML 1.75MG/M,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
NEOMYCIN/POLYMY/HYDRO OTIC SUS,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
NEORAL 100MG GELATN CAPSULE,3,Preferred Brand,$47.00 ,$117.50 ,P,2017-01-01T00:00:00Z
NEORAL 100MG/ML SOLUTION,3,Preferred Brand,$47.00 ,$117.50 ,P,2017-01-01T00:00:00Z
NEORAL 25MG GELATIN CAPSULE,3,Preferred Brand,$47.00 ,$117.50 ,P,2017-01-01T00:00:00Z
NEPHRAMINE SOLUTION FOR INJECTION,4,Non-Preferred Drug,48%,48%,P,2017-01-01T00:00:00Z
NEUPOGEN 300 MCG/ML VIAL,5,Specialty Tier,33%,N/A,P,2017-01-01T00:00:00Z
NEUPOGEN 300MCG/ML VIAL,5,Specialty Tier,33%,N/A,P,2017-01-01T00:00:00Z
NEUPOGEN 300UG/0.5ML 10 SYRINGE IN 1 BOX / 0.5 ML IN 1 SYRINGE,5,Specialty Tier,33%,N/A,P,2017-01-01T00:00:00Z
NEUPOGEN INJECTION 480MCG/0.8ML 10 X 0.8ML SYR,5,Specialty Tier,33%,N/A,P,2017-01-01T00:00:00Z
NEUPRO 1 MG/24 HR PATCH,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
NEUPRO 2 MG/24 HR PATCH,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
NEUPRO 3 MG/24 HR PATCH,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
NEUPRO 4 MG/24 HR PATCH,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
NEUPRO 6 MG/24 HR PATCH,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
NEUPRO 8 MG/24 HR PATCH,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
NEVIRAPINE 200 MG TABLET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
NEVIRAPINE 50 MG/5 ML SUSP,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
NEVIRAPINE ER 100 MG TABLET,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
NEVIRAPINE ER 400 MG TABLET,4,Non-Preferred Drug,48%,48%,None,2017-01-01T00:00:00Z
NEXAVAR TABLETS 200MG 120 BOT,5,Specialty Tier,33%,N/A,P,2017-01-01T00:00:00Z
"NEXIUM 10MG/1 30 GRANULE, DELAYED RELEASE PER CARTON",3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
NEXIUM 20MG CAPSULE,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
NEXIUM 20MG SUSP FOR RECON DELAYED REL. IN A PACKET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
NEXIUM 40MG CAPSULE,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
NEXIUM 40MG SUSP FOR RECON DELAYED REL. IN A PACKET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
NEXIUM DR 2.5 MG PACKET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
NEXIUM DR 5 MG PACKET,3,Preferred Brand,$47.00 ,$117.50 ,None,2017-01-01T00:00:00Z
