"","name","tier_num_2013","tier_num_2016","tier_num_2017","tier_num_2018","tier_diff_2013_2018"
"2312","DOLUTEGRAVIR 25 MG ORAL TABLET [TIVICAY]",0,1,0,0,0
"2313","DONEPEZIL HYDROCHLORIDE 10MG/1 30 TABLET, ORALLY DISINTEGRATING PER BLISTER PACK",0,1,1,0,0
"2314","DONEPEZIL HYDROCHLORIDE 5MG/1 30 TABLET, ORALLY DISINTEGRATING PER BLISTER PACK",0,1,1,0,0
"2315","DORZOLAMIDE HCL OPHTHALMIC 2% 10 ML BOTDR",1,1,1,1,0
"2316","DOXEPIN 10MG CAPSULE",1,1,1,1,0
"2317","DOXEPIN 5% CREAM",0,1,1,0,0
"2318","DOXEPIN 75MG CAPSULE",1,1,1,1,0
"2319","DOXEPIN HCL 25MG CAPSULE (100 CT)",1,1,1,1,0
"2320","DOXEPIN HYDROCHLORIDE 150MG/1 100 CAPSULE BOTTLE",0,1,1,0,0
"2321","DOXEPIN HYDROCHLORIDE 50MG/1 100 BLISTER PACK IN 1 BOX, UNIT-DOSE / 1 CAPSULE PER BLISTER PACK",0,1,1,0,0
"2322","DOXEPIN HYDROCHLORIDE CAPSULES 100MG 100 BOT",1,1,1,1,0
"2323","DOXORUBICIN HYDROCHLORIDE 10 ML LIPOSOME 2 MG/ML INJECTION",0,1,0,0,0
"2324","DOXYCYCLINE HYC 100 MG VIAL",0,1,0,0,0
"2325","DOXYCYCLINE HYC DR 200 MG TABLET",0,1,0,0,0
"2326","DOXYCYCLINE HYCLATE 20MG TABLET (100 CT)",1,1,1,1,0
"2327","DOXYCYCLINE TABLETS 150MG 30 BOT",1,1,1,1,0
"2328","DRONABINOL CAPS 10MG",1,1,1,1,0
"2329","DRONABINOL CAPS 2.5MG",1,1,1,1,0
"2330","DRONABINOL CAPS 5MG",1,1,1,1,0
"2331","DROXIA 200MG CAPSULE",1,1,1,1,0
"2332","DROXIA 300MG CAPSULE",1,1,1,1,0
"2333","DROXIA 400MG CAPSULE",1,1,1,1,0
"2334","DULOXETINE HCL DR 20 MG CAPSULE [CYMBALTA]",0,1,1,0,0
"2335","DULOXETINE HCL DR 30 MG CAPSULE [CYMBALTA]",0,1,1,0,0
"2336","DULOXETINE HCL DR 60 MG CAPSULE [CYMBALTA]",0,1,1,0,0
"2337","DURAMORPH 0.5 MG/ML AMPULE",0,1,1,0,0
"2338","DURAMORPH 1 MG/ML AMPULE",0,1,1,0,0
"2339","DUTASTERIDE 0.5 MG CAPSULE [AVODART]",0,1,1,0,0
"2340","DUTASTERIDE-TAMSULOSIN 0.5-0.4 [JALYN]",0,1,1,0,0
"2341","E.E.S. 400 FILMTAB",1,1,1,1,0
"2342","EDURANT 27.5MG/1",1,1,1,1,0
"2343","EFFIENT 10 MG TABLET",0,1,1,0,0
"2344","EFFIENT 5 MG TABLET",0,1,1,0,0
"2345","EMCYT 140MG CAPSULE",1,1,1,1,0
"2346","EMSAM TRANSDERMAL SYSTEM PATCHES 12MG/24H",1,1,1,1,0
"2347","EMSAM TRANSDERMAL SYSTEM PATCHES 6MG/24H",1,1,1,1,0
"2348","EMSAM TRANSDERMAL SYSTEM PATCHES 9MG/24H",1,1,1,1,0
"2349","EMTRIVA 10MG/ML SOLUTION",1,1,1,1,0
"2350","EMTRIVA 200MG CAPSULE",1,1,1,1,0
"2351","ENALAPRIL MALEATE 2.5 MG TAB",1,1,1,1,0
"2352","ENALAPRIL MALEATE 20MG/1 100 TABLET BOTTLE, PLASTIC",0,1,1,0,0
"2353","ENALAPRIL MALEATE 5 MG TABLET",1,1,1,1,0
"2354","ENALAPRIL MALEATE-HCTZ 5-12.5MG TABLET",0,1,1,0,0
"2355","ENDOCET 10MG-325MG TABLET",1,1,1,1,0
"2356","ENDOCET 5/325 TABLET",1,1,1,1,0
"2357","ENDOCET 7.5-325MG TABLET",1,1,1,1,0
"2358","ENGERIX B INJECTION",1,1,1,1,0
"2359","ENGERIX-B 10MCG 10 X 0.5ML VIALSD",1,1,1,1,0
"2360","ENOXAPARIN 120 MG/0.8 ML SYR",0,1,0,0,0
"2361","ENOXAPARIN 30 MG/0.3 ML SYRINGE",0,0,1,0,0
"2362","ENOXAPARIN 40 MG/0.4 ML SYRINGE",0,0,1,0,0
"2363","ENOXAPARIN 60 MG/0.6 ML SYR",0,1,0,0,0
"2364","ENOXAPARIN 80 MG/0.8 ML SYR",0,1,0,0,0
"2365","EPIRUBICIN 200 MG/100 ML VIAL",0,0,1,0,0
"2366","EPITOL 200MG TABLET",1,1,1,1,0
"2367","EPIVIR HBV 25MG/5ML TUBEX",1,1,1,1,0
"2368","EPZICOM 600MG/300MG TABLETS",0,1,0,0,0
"2369","ERIVEDGE 150 MG CAPSULE",1,1,1,1,0
"2370","ERY 2% PADS 2% 60 PADS JAR",1,1,1,1,0
"2371","ERY-TAB 500MG/1 100 TABLET, DELAYED RELEASE IN 1 BOTTLE",1,1,1,1,0
"2372","ERY-TAB TAB 250MG EC",1,1,1,1,0
"2373","ERY-TAB TAB 333MG EC",1,1,1,1,0
"2374","ERYTHROCIN TAB 250MG",1,1,1,1,0
"2375","ERYTHROMYCIN 2% SOLUTION",1,1,1,1,0
"2376","ERYTHROMYCIN 20MG/G 1 TUBE PER CARTON / 60 G IN 1 TUBE",0,1,1,0,0
"2377","ERYTHROMYCIN 500 MG FILMTAB",1,1,1,1,0
"2378","ERYTHROMYCIN ES 400 MG TAB",1,1,1,1,0
"2379","ERYTHROMYCIN TAB 250MG BS",1,1,1,1,0
"2380","ESOMEPRAZOLE DR 49.3 MG CAPSULE [NEXIUM]",0,0,1,0,0
"2381","ESOMEPRAZOLE MAG DR 20 MG CAPSULE [NEXIUM]",0,0,1,0,0
"2382","ESTRADIOL 2MG TABLET",1,1,1,1,0
"2383","ETHAMBUTOL HYDROCHLORIDE 100MG/1",1,1,1,1,0
"2384","ETHINYL ESTRADIOL 0.03 MG / LEVONORGESTREL 0.05 MG ORAL TABLET) / 10 (ETHINYL ESTRADIOL 0.03 MG 6",1,1,1,1,0
"2385","ETHINYL ESTRADIOL 0.03 MG / NORGESTREL 0.3 MG ORAL TABLET/ 7 (INERT INGREDIENTS 1 MG ORAL TAB 21",1,1,1,1,0
"2386","ETODOLAC 300 MG CAPSULE",0,1,1,0,0
"2387","ETODOLAC 400 MG TABLET",0,1,1,0,0
"2388","ETODOLAC 500 MG TABLET",0,0,1,0,0
"2389","ETODOLAC 500MG/1 500 TABLET BOTTLE",0,1,0,0,0
"2390","EXELON 4.6MG/24HR PATCH TRANSDERMAL 24 HOURS",1,1,1,1,0
"2391","EXELON 9.5MG/24HR PATCH TRANSDERMAL 24 HOURS",1,1,1,1,0
"2392","EXEMESTANE 25MG/1 30 FILM COATED TABLETS IN BOTTLE",0,1,1,0,0
"2393","EZETIMIBE 10 MG TABLET [ZETIA]",0,0,1,0,0
"2394","FABRAZYME 35MG VIAL",1,1,1,1,0
"2395","FAMCICLOVIR 125MG TABLET",1,1,1,1,0
"2396","FAMCICLOVIR 250MG TABLET",1,1,1,1,0
"2397","FAMCICLOVIR 500MG TABLET",1,1,1,1,0
"2398","FAMOTIDINE 20MG PIGGYBACK",1,1,1,1,0
"2399","FANAPT 1 MG 60 TABLET BOTTLE",0,1,0,0,0
"2400","FANAPT 12 MG 60 TABLET BOTTLE",0,1,0,0,0
"2401","FANAPT 2 MG 60 TABLET BOTTLE",0,1,0,0,0
"2402","FANAPT 6 MG 60 TABLET BOTTLE",0,1,0,0,0
"2403","FAZACLO 200 MG TABLETS ORALLY DISINTEGRATING",0,1,0,0,0
"2404","FELBAMATE 400 MG TABLET",1,1,1,1,0
"2405","FELBAMATE 600 MG TABLET",1,1,1,1,0
"2406","FELBAMATE 600 MG/5 ML SUSP",1,1,1,1,0
"2407","FENOFIBRIC ACID DR 135 MG CAPSULE [TRILIPIX]",0,1,0,0,0
"2408","FENOFIBRIC ACID DR 45 MG CAPSULE [TRILIPIX]",0,1,0,0,0
"2409","FENTANYL 100MCG/HR PATCH TRANSDERMAL 72 HOURS",1,1,1,1,0
"2410","FENTANYL 12MCG/HR PATCH TRANSDERMAL 72 HOURS",1,1,1,1,0
"2411","FENTANYL 75 MCG/HR PATCH",1,1,1,1,0
"2412","FENTANYL CITRATE 1600UG/1 30 BLISTER PACK PER CARTON / 1 LOZENGE PER BLISTER PACK",0,1,1,0,0
"2413","FENTANYL CITRATE 200UG/1 30 BLISTER PACK PER CARTON / 1 LOZENGE PER BLISTER PACK",0,1,1,0,0
"2414","FERRIPROX 100 MG/ML SOLUTION",0,1,1,0,0
"2415","FERRIPROX 500 MG TABLET",0,1,1,0,0
"2416","FIRAZYR 30.0MG/3ML 1 SYRINGE, GLASS PER CARTON / 3 ML IN 1 SYRINGE, GLASS",0,1,1,0,0
"2417","FLOVENT DISKUS 100UG/1 60 POWDER, METERED IN 1 INHALER",1,1,1,1,0
"2418","FLOVENT DISKUS 250UG/1 60 POWDER, METERED IN 1 INHALER",1,1,1,1,0
"2419","FLOVENT DISKUS POWDER 50MCG 60 CTR",1,1,1,1,0
"2420","FLOVENT HFA 110UG/1 120 AEROSOL, METERED IN 1 INHALER",1,1,1,1,0
"2421","FLOVENT HFA 220UG/1 120 AEROSOL, METERED IN 1 INHALER",1,1,1,1,0
"2422","FLOVENT HFA 44UG/1 120 AEROSOL, METERED IN 1 INHALER",1,1,1,1,0
"2423","FLUCONAZOLE 150MG TABLETS",0,1,1,0,0
"2424","FLUCONAZOLE 200MG/1 30 TABLET BOTTLE",0,1,1,0,0
"2425","FLUCONAZOLE 400 MG/ 200 ML INJECTABLE SOLUTION",0,1,0,0,0
"2426","FLUCONAZOLE-DEXT 400 MG/200 ML",0,0,1,0,0
"2427","FLUCYTOSINE 250MG/1",1,1,1,1,0
"2428","FLUCYTOSINE 500MG/1",1,1,1,1,0
"2429","FLUNISOLIDE NASAL SOLUTION 0.025% 25ML INHL",1,1,1,1,0
"2430","FLUOCINOLONE 0.01% SOLUTION",1,1,1,1,0
"2431","FLUOCINOLONE OIL 0.01% EAR DRP",1,1,1,1,0
"2432","FLUOCINONIDE 0.05% SOLUTION",1,1,1,1,0
"2433","FLUOCINONIDE 0.5MG/G 1 TUBE PER CARTON / 30 G IN 1 TUBE",0,1,0,0,0
"2434","FLUOCINONIDE 0.5MG/G 1 TUBE PER CARTON / 60 G IN 1 TUBE",0,2,2,0,0
"2435","FLUOROURACIL 500 MG/10 ML VIAL",0,1,1,0,0
"2436","FLUOROURACIL CREA 5%",1,1,1,1,0
"2437","FLUOXETINE 10MG/1 30 FILM COATED TABLETS IN BOTTLE",0,1,1,0,0
"2438","FLUOXETINE 20MG/5ML 120 ML IN 1 BOTTLE, PLASTIC",1,1,1,1,0
"2439","FLUOXETINE CAPSULES 10MG (100 CT)",1,1,1,1,0
"2440","FLUOXETINE HCL 20 MG TABLET",0,1,1,0,0
"2441","FLUOXETINE HYDROCHLORIDE 20MG/1 100 CAPSULE BOTTLE",0,1,1,0,0
"2442","FLUPHENAZINE 2.5MG/ML VIAL",1,1,1,1,0
"2443","FLUPHENAZINE 5MG/ML CONC",1,1,1,1,0
"2444","FLURBIPROFEN 0.03% EYE DROP",1,1,1,1,0
"2445","FLURBIPROFEN 50MG TABLET",1,1,1,1,0
"2446","FLUTAMIDE 125MG/1 500 CAPSULE BOTTLE",0,1,0,0,0
"2447","FLUTICASONE PROPIONATE 0.05MG/G 1 TUBE PER CARTON / 30 G IN 1 TUBE",0,1,1,0,0
"2448","FLUTICASONE PROPIONATE 0.5MG/G 1 TUBE PER CARTON / 30 G IN 1 TUBE",0,1,1,0,0
"2449","FLUTICASONE PROPIONATE 50MCG SPRAY SUSPENSION",1,1,1,1,0
"2450","FLUVOXAMINE MALEATE 100MG TABLET",1,1,1,1,0
"2451","FOSINOPRIL SODIUM 10MG TABLET (90 CT)",1,1,1,1,0
"2452","FUROSEMIDE 20MG/1 100 TABLET BOTTLE",0,1,0,0,0
"2453","FUROSEMIDE 40 MG TABLET",1,0,1,1,0
"2454","FUROSEMIDE 40 MG/4 ML VIAL",0,1,0,0,0
"2455","FUROSEMIDE 40MG/1 5000 TABLET BOTTLE, PLASTIC",0,1,0,0,0
"2456","FUROSEMIDE 40MG/5ML TUBEX",1,1,1,1,0
"2457","FUSILEV I.V. 50 MG VIAL",0,1,1,0,0
"2458","GABAPENTIN 250MG/5ML 470 ML IN 1 BOTTLE",1,1,1,1,0
"2459","GABAPENTIN 400 MG CAPSULE",1,1,1,1,0
"2460","GABITRIL 12 MG TABLET",1,1,1,1,0
"2461","GABITRIL 16MG/1",1,1,1,1,0
"2462","GALANTAMINE 12MG/1 60 FILM COATED TABLETS IN BOTTLE",0,1,1,0,0
"2463","GALANTAMINE 4MG/1 60 FILM COATED TABLETS IN BOTTLE",0,1,1,0,0
"2464","GALANTAMINE 8MG/1 60 FILM COATED TABLETS IN BOTTLE",0,1,1,0,0
"2465","GALANTAMINE HYDROBROMIDE ORAL SOLUTION 4MG/ML 100 ML IN 1 BOTTLE",1,1,1,1,0
"2466","GAMASTAN S-D 2 ML",0,0,1,0,0
"2467","GAMASTAN S/D 0.165G/ML",0,1,1,0,0
"2468","GAMMAPLEX INJECTION 5 GM/100 ML",1,1,1,1,0
"2469","GAMUNEX-C 10G/100ML 10 ML IN 1 VIAL, GLASS",1,1,1,1,0
"2470","GARDASIL SYRINGE",0,1,0,0,0
"2471","GATIFLOXACIN 0.5% EYE DROPS [ZYMAR, ZYMAXID]",0,1,1,0,0
"2472","GATTEX 5 MG ONE-VIAL KIT",0,1,1,0,0
"2473","GEMFIBROZIL TABLET 600MG (500 CT)",1,1,1,1,0
"2474","GENGRAF 100MG/ML SOLUTION",1,1,1,1,0
"2475","GENTAK 3MG/GM EYE OINTMENT",1,1,1,1,0
"2476","GENTAMICIN 3 MG/GM EYE OINT",0,1,0,0,0
"2477","GENTAMICIN SULFATE 40MG/ML 25 VIAL, SINGLE-DOSE IN 1 TRAY / 2 ML IN 1 VIAL, SINGLE-DOSE",1,1,1,1,0
"2478","GENTAMICIN SULFATE CREAM USP 0.1% 15GM TUBE",1,1,1,1,0
"2479","GENTAMICIN SULFATE OINTMENT USP 0.1% 15GM TUBE",1,1,1,1,0
"2480","GENTAMICIN SULFATE OPHTHALMIC SOLUTION 0.3% 5ML BOT",1,1,1,1,0
"2481","GEODON 20MG VIAL",1,1,1,1,0
"2482","GIANVI 3 BLISTER PACK IN 1 PACKAGE / 1 KIT PER BLISTER PACK",0,1,0,0,0
"2483","GILDESS 1.5 MG-30 MCG TABLET",0,1,0,0,0
"2484","GLIPIZIDE 10MG TABLETS EXTENDED RELEASE",0,1,1,0,0
"2485","GLIPIZIDE 5MG TABLETS EXTENDED RELEASE",0,1,1,0,0
"2486","GLIPIZIDE 5MG/1 500 TABLET BOTTLE",0,1,1,0,0
"2487","GLIPIZIDE ER 2.5MG TABLET SR OSMOTIC PUSH 24HR",1,1,1,1,0
"2488","GLUCAGEN 1MG HYPOKIT",1,1,1,1,0
"2489","GLUCAGON 1MG EMERGENCY KIT",1,1,1,1,0
"2490","GLYCOPYRROLATE TABLET 1MG (100 CT)",1,1,1,1,0
"2491","GLYCOPYRROLATE TABLET 2MG (100 CT)",1,1,1,1,0
"2492","GOLYTELY PACKET 227.1 GM/2.82 GM",1,1,1,1,0
"2493","GOLYTELY SOLUTION 236 GM/2.97 GM/6 GM",1,1,1,1,0
"2494","GRALISE 600 MG 90 FILM COATED TABLETS IN BOTTLE",0,1,1,0,0
"2495","GRALISE ER 300 MG TABLET",0,1,1,0,0
"2496","GRALISE STARTER PACK 1 KIT PER BLISTER PACK",0,1,1,0,0
"2497","GRANISETRON HYDROCHLORIDE 1MG/1 2 TABLET BOTTLE",0,1,1,0,0
"2498","HALOBETASOL PROPIONATE 0.5MG/G 1 TUBE PER CARTON / 50 G IN 1 TUBE",0,0,1,0,0
"2499","HALOPERIDOL 10MG/1 100 TABLET BOTTLE, PLASTIC",0,1,1,0,0
"2500","HALOPERIDOL 20MG TABLET (100 CT)",1,1,1,1,0
"2501","HALOPERIDOL 2MG TABLET (100 CT)",1,1,1,1,0
"2502","HALOPERIDOL DEC 100MG/ML VL",1,1,1,1,0
"2503","HALOPERIDOL DEC 50MG 10 X 1ML PKG",1,1,1,1,0
"2504","HARVONI 90-400 MG TABLET",0,1,0,0,0
"2505","HAVRIX HEPATITIS A VACCINE INACTIVATED INJECTION SOLUTION 1440UNITS 10 X 1ML VIALSD",1,1,1,1,0
"2506","HAVRIX HEPATITIS A VACCINE INJECTION",1,1,1,1,0
"2507","HEPARIN SODIUM IN DEXTROSE 5; 4000G/100ML; [USP'U]/100ML 24 CONTAINER IN 1 CASE / 500 ML IN 1 CONTA",1,1,1,1,0
"2508","HEPARIN SODIUM INJECTION",4,4,4,4,0
"2509","HEPATAMINE INJECTION 8%",1,1,1,1,0
"2510","HEPATITIS B VACCINE RECOMBIANT ADULT FORMULATION INJECTION 10MCG 1ML VIALSD",1,1,1,1,0
"2511","HERCEPTIN 440MG VIAL",1,1,1,1,0
"2512","HUMIRA PEN KIT 40MG-70% 1 PKGCOM",1,1,1,1,0
"2513","HUMULIN R 500U/ML VIAL",1,1,1,1,0
"2514","HYDROCHLOROTHIAZIDE 12.5 MG CP",0,1,1,0,0
"2515","HYDROCHLOROTHIAZIDE 50MG/1 1000 TABLET BOTTLE",0,1,1,0,0
"2516","HYDROCODONE ACETAMINOPHEN 325; 10MG/1; MG/1 500 TABLET BOTTLE",0,1,1,0,0
"2517","HYDROCODONE BITARTRATE AND IBUPROFEN TABLET 7.5-200MG (100 CT)",1,1,1,1,0
"2518","HYDROCORTISONE 10MG TABLET",1,1,1,1,0
"2519","HYDROCORTISONE 20MG 100 TABLET BOTTLE",1,1,1,1,0
"2520","HYDROCORTISONE 5MG TABLET",1,1,1,1,0
"2521","HYDROMORPHONE HCL 8MG TABLET (100 CT)",1,1,1,1,0
"2522","HYDROMORPHONE HYDROCHLORIDE 10MG/ML 1 VIAL PER CARTON / 50 ML IN 1 VIAL",0,1,0,0,0
"2523","HYDROMORPHONE HYDROCHLORIDE 2MG TABLETS",0,1,1,0,0
"2524","HYDROMORPHONE HYDROCHLORIDE 4MG TABLETS",0,1,1,0,0
"2525","HYDROXYCHLOROQUINE 200MG TABLET (500 CT)",1,1,1,1,0
"2526","HYDROXYZINE 25MG/ML VIAL",1,1,1,1,0
"2527","HYDROXYZINE 50MG/ML VIAL",1,1,1,1,0
"2528","IBANDRONATE SODIUM 150 MG TABLET [BONIVA]",0,1,0,0,0
"2529","IBUPROFEN 100MG/5ML 473 ML IN 1 BOTTLE",1,1,1,1,0
"2530","IBUPROFEN 400MG TABLETS",0,1,1,0,0
"2531","IBUPROFEN 800 MG TABLET",1,0,0,1,0
"2532","IBUPROFEN 800MG/1 100 TABLET BOTTLE",0,1,1,0,0
"2533","IFOSFAMIDE FOR INFECTION 1 GM",1,1,1,1,0
"2534","ILOTYCIN 0.5% EYE OINTMENT",0,1,0,0,0
"2535","IMIPRAMINE HCL 10MG TABLET (100 CT)",1,1,1,1,0
"2536","IMIPRAMINE HCL 25MG TABLET (100 CT)",1,1,1,1,0
"2537","INLYTA 1 MG TABLET",1,1,1,1,0
"2538","INLYTA 5 MG TABLET",1,1,1,1,0
"2539","INTELENCE 100MG TABLET",1,1,1,1,0
"2540","INTELENCE 200MG/1",1,1,1,1,0
"2541","INTRON A 25 MILLION UNIT/2.5ML",0,0,1,0,0
"2542","INTRON A 6MMU/ML VIAL",1,1,1,1,0
"2543","INVANZ 1GM VIAL",1,1,1,1,0
"2544","INVEGA 3MG TABLET SR OSMOTIC PUSH 24HR",1,1,1,1,0
"2545","INVEGA 6MG TABLET SR OSMOTIC PUSH 24HR",1,1,1,1,0
"2546","INVEGA 9MG TABLET SR OSMOTIC PUSH 24HR",1,1,1,1,0
"2547","INVEGA ER 1.5MG/ 30 TABLET BOTTLE",1,1,1,1,0
"2548","INVEGA SUSTENNA 117 MG/0.75ML PREFILLED SYRINGE",1,1,1,1,0
"2549","INVEGA SUSTENNA 156 MG/ML PREFILLED SYRINGE",1,1,1,1,0
"2550","INVEGA SUSTENNA 234 MG/1.5ML PREFILLED SYRINGE",1,1,1,1,0
"2551","INVEGA SUSTENNA 39 MG/0.25ML PREFILLED SYRINGE",1,1,1,1,0
"2552","INVEGA SUSTENNA 78 MG/0.5ML PREFILLED SYRINGE",1,1,1,1,0
"2553","INVIRASE 200MG CAPSULE",1,1,1,1,0
"2554","INVIRASE 500MG TABLET",1,1,1,1,0
"2555","IONOSOL MB-D5W IV SOLUTION",1,1,1,1,0
"2556","IPOL VIAL 40;8;32; UNT",1,1,1,1,0
"2557","IPRATROPIUM BROMIDE 0.5MG/2.5ML 1 POUCH PER CARTON / 30 VIAL IN 1 POUCH / 2.5 ML IN 1 VIAL",0,1,1,0,0
"2558","IPRATROPIUM BROMIDE 42UG/1 1 BOTTLE, SPRAY PER CARTON / 165 SPRAY, METERED IN 1 BOTTLE, SPRAY",0,1,1,0,0
"2559","IPRATROPIUM BROMIDE AND ALBUTEROL SULFATE 2.5; 0.5MG/3ML; MG/3ML 6 POUCH PER CARTON / 5 VIAL, PLAS",0,1,1,0,0
"2560","IPRATROPIUM BROMIDE NASAL SPRAY",1,1,1,1,0
"2561","ISENTRESS 400MG TABLET",1,1,1,1,0
"2562","ISOLYTE P IN 5% DEXTROSE INJECTION",1,1,1,1,0
"2563","ISOLYTE S IV SOLUTION-EXCEL",1,1,1,1,0
"2564","ISONIAZID 50MG/5ML SYRUP",1,1,1,1,0
"2565","ISONIAZID INJ 100MG/ML",1,1,1,1,0
"2566","ISOSORBIDE DN 20MG TABLET",1,1,1,1,0
"2567","ISOSORBIDE MONONITRATE 20MG TABLET",1,1,1,1,0
"2568","ISOSORBIDE MONONITRATE ER TABLET 120MG (100 CT)",1,1,1,1,0
"2569","ISOTON GENTAMICIN 80MG/100ML",1,1,1,1,0
"2570","ISTALOL 0.5% EYE DROPS",1,1,1,1,0
"2571","ISTODAX 10 MG VIAL",0,0,1,0,0
"2572","ISTODAX KIT 10MG/VIAL",0,1,0,0,0
"2573","ITRACONAZOLE 100MG CAPSULE",1,1,1,1,0
"2574","IXIARO JAPANESE ENCEPHALITIS VACCINE 6MCG/.5ML",1,1,1,1,0
"2575","JAKAFI 10 MG TABLET",1,1,1,1,0
"2576","JAKAFI 15 MG TABLET",1,1,1,1,0
"2577","JAKAFI 20 MG TABLET",1,1,1,1,0
"2578","JAKAFI 25 MG TABLET",1,1,1,1,0
"2579","JAKAFI 5 MG TABLET",1,1,1,1,0
"2580","JANTOVEN 2.5MG TABLET",1,1,1,1,0
"2581","JANTOVEN 6MG TABLET",1,1,1,1,0
"2582","JANTOVEN 7.5MG TABLET",1,1,1,1,0
"2583","JANTOVEN WARFARIN SODIUM 5MG TABLET (100 CT)",1,1,1,1,0
"2584","JANUMET XR 100-1,000 MG TABLET",1,1,1,1,0
"2585","JANUMET XR 50-1,000 MG TABLET",1,1,1,1,0
"2586","JANUMET XR 50-500 MG TABLET",1,1,1,1,0
"2587","JANUVIA 25MG TABLET",1,1,1,1,0
"2588","JANUVIA TABLET 100MG (30 CT)",1,1,1,1,0
"2589","JENTADUETO 2.5 MG-1000 MG TAB",1,1,1,1,0
"2590","JENTADUETO 2.5 MG-500 MG TAB",1,1,1,1,0
"2591","JENTADUETO 2.5 MG-850 MG TAB",1,1,1,1,0
"2592","JENTADUETO XR 5 MG-1,000 MG  TABLET",0,0,1,0,0
"2593","JINTELI 5; 1UG/1; MG/1 90 TABLET BOTTLE",0,1,1,0,0
"2594","JOLIVETTE 0.35MG TABLET",1,1,1,1,0
"2595","JUNEL 1-0.02MG TABLET",1,1,1,1,0
"2596","JUNEL 1.5-0.03MG TABLET",1,1,1,1,0
"2597","JUNEL FE 1-0.02MG TABLET",1,1,1,1,0
"2598","JUNEL FE 1.5-0.03MG TABLET",1,1,1,1,0
"2599","KALETRA 50-200MG TABLET",1,1,1,1,0
"2600","KALETRA 80MG/20MG ORAL SOLUTION",0,1,1,0,0
"2601","KARIVA 21-5 TABLET",1,1,1,1,0
"2602","KELNOR 1-35 1-0.035MG TABLET",1,1,1,1,0
"2603","KETOCONAZOLE 2% CREAM",1,1,1,1,0
"2604","KETOPROFEN 75MG CAPSULE",1,1,1,1,0
"2605","KEYTRUDA 100 MG/4 ML VIAL",0,1,1,0,0
"2606","KINRIX TIP-LOK SYRINGE",0,0,1,0,0
"2607","KIONEX POW USP",1,1,1,1,0
"2608","KLOR-CON M20 TABLET",0,1,1,0,0
"2609","KUVAN 100MG TABLET SOLUBLE",1,1,1,1,0
"2610","KYNAMRO 200 MG/ML INJECTION, SOLUTION",0,1,0,0,0
"2611","LAMIVUDINE 150 MG TABLET",1,1,1,1,0
"2612","LAMIVUDINE 300 MG TABLET",1,1,1,1,0
"2613","LAMIVUDINE-ZIDOVUDINE TABLET",1,1,1,1,0
"2614","LAMOTRIGINE 150MG TABLET (60 CT)",1,1,1,1,0
"2615","LAMOTRIGINE 200MG TABLET (60 CT)",1,1,1,1,0
"2616","LAMOTRIGINE 25MG TABLET (100 CT)",1,1,1,1,0
"2617","LAMOTRIGINE 25MG TABLET DISPERSIBLE",1,1,1,1,0
"2618","LAMOTRIGINE 5MG TABLET DISPERSIBLE",1,1,1,1,0
"2619","LAMOTRIGINE ER 100 MG TABLET",0,1,1,0,0
"2620","LAMOTRIGINE ER 200 MG TABLET",0,1,1,0,0
"2621","LAMOTRIGINE ER 25 MG TABLET",0,1,1,0,0
"2622","LAMOTRIGINE ER 250 MG TABLET",0,1,1,0,0
"2623","LAMOTRIGINE ER 300 MG TABLET",0,1,1,0,0
"2624","LAMOTRIGINE ER 50 MG TABLET",0,1,1,0,0
"2625","LAMOTRIGINE TABLET 100MG (100 CT)",1,1,1,1,0
"2626","LATUDA 20 MG TABLET",1,1,1,1,0
"2627","LENVIMA CAPSULE 8 MG",0,1,0,0,0
"2628","LEUCOVORIN CALCIUM 100MG VL",1,1,1,1,0
"2629","LEUCOVORIN CALCIUM 10MG TABLET",1,1,1,1,0
"2630","LEUCOVORIN CALCIUM 25MG TABLET",1,1,1,1,0
"2631","LEUKINE 250 MCG VIAL",0,1,1,0,0
"2632","LEUPROLIDE 2WK 1 MG/0.2 ML KIT",0,1,1,0,0
"2633","LEVEMIR 100UNITS/ML VIAL",1,1,1,1,0
"2634","LEVETIRACETAM 100MG/ML 473 ML IN 1 BOTTLE, PLASTIC",0,1,1,0,0
"2635","LEVETIRACETAM 100MG/ML INJECTION",0,1,0,0,0
"2636","LEVETIRACETAM 500MG/1 60 TABLET, FILM COATED, EXTENDED RELEASE IN 1 BOTTLE, PLASTIC",0,1,1,0,0
"2637","LEVETIRACETAM ER 500 MG TABLET",1,0,0,1,0
"2638","LEVETIRACETAM ER 750 MG TABLET",1,1,1,1,0
"2639","LEVETIRACETAM-NACL 1,000 MG/100 ML",0,1,0,0,0
"2640","LEVETIRACETAM-NACL 1,500 MG/100 ML",0,1,0,0,0
"2641","LEVETIRACETAM-NACL 500 MG/100 ML",0,1,0,0,0
"2642","LEVOBUNOLOL HYDROCHLORIDE OPHTHALMIC SOLUTION",1,1,1,1,0
"2643","LEVOFLOXACIN 250MG/1 [LEVAQUIN]",0,1,1,0,0
"2644","LEVOFLOXACIN 25MG/ML 1 BOTTLE PER CARTON / 100 ML IN 1 BOTTLE [LEVAQUIN]",0,1,1,0,0
"2645","LEVOFLOXACIN 500 MG [LEVAQUIN]",0,1,1,0,0
"2646","LEVOFLOXACIN 500 MG/20 ML VIAL [LEVAQUIN]",0,1,1,0,0
"2647","LEVOFLOXACIN 750 MG [LEVAQUIN]",0,1,1,0,0
